user1,2025-01-23 00:05:39,Sell,GOOG,5,8440.389999999996,9264.789999999995
user1,2025-01-23 00:05:40,Sell,GOOG,5,9264.789999999995,10089.189999999995
user1,2025-01-23 00:05:41,Sell,GOOG,5,10089.189999999995,10913.589999999995
user1,2025-01-23 00:05:41,Sell,GOOG,5,10913.589999999995,11737.989999999994
user1,2025-01-23 00:05:42,Buy,GOOG,5,11737.989999999994,10913.589999999995
user1,2025-01-23 00:05:42,Buy,GOOG,5,10913.589999999995,10089.189999999995
user1,2025-01-23 00:05:43,Buy,GOOG,5,10089.189999999995,9264.789999999995
user1,2025-01-23 00:05:43,Buy,GOOG,5,10913.589999999995,10089.189999999995
user1,2025-01-23 00:05:44,Buy,GOOG,5,10089.189999999995,9264.789999999995
user1,2025-01-23 00:05:44,Buy,GOOG,5,10089.189999999995,9264.789999999995
user1,2025-01-23 00:05:44,Buy,GOOG,5,10089.189999999995,9264.789999999995
user1,2025-01-23 00:05:46,Buy,GOOG,5,9264.789999999995,8440.389999999996
user1,2025-01-23 00:05:46,Buy,GOOG,5,9264.789999999995,8440.389999999996
user1,2025-01-23 00:05:47,Buy,GOOG,5,8440.389999999996,7615.989999999996
user1,2025-01-23 00:05:48,Buy,GOOG,5,7615.989999999996,6791.5899999999965
user1,2025-01-23 00:05:48,Buy,GOOG,5,6791.5899999999965,5967.189999999997
user1,2025-01-23 00:05:49,Buy,GOOG,5,5967.189999999997,5142.789999999997
user1,2025-01-23 00:05:52,Sell,GOOG,5,5142.789999999997,5967.189999999997
user1,2025-01-23 01:45:32,Sell,MSFT,6,5967.189999999997,6471.369999999997
user1,2025-01-23 01:45:33,Sell,MSFT,6,6471.369999999997,6975.549999999997
user1,2025-01-23 01:45:33,Sell,MSFT,6,6975.549999999997,7479.729999999998
user1,2025-01-23 01:45:34,Buy,MSFT,6,7479.729999999998,6975.549999999997
user1,2025-01-23 01:45:34,Buy,MSFT,6,6975.549999999997,6471.369999999997
user1,2025-01-23 01:45:35,Buy,MSFT,6,6471.369999999997,5967.189999999997
user1,2025-01-23 01:46:47,Sell,MSFT,6,5967.189999999997,6471.369999999997
user1,2025-01-23 01:46:48,Buy,MSFT,6,6471.369999999997,5967.189999999997
user1,2025-01-23 01:46:48,Buy,MSFT,6,5967.189999999997,5463.009999999997
user1,2025-01-23 01:46:56,Sell,GOOG,1,5463.009999999997,5640.569999999997
user1,2025-01-23 01:46:56,Sell,GOOG,1,5640.569999999997,5818.129999999997
